A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DHR;DRMSSD;DSCL
PP7;2;T;20121002T144500000;0;0;0;0;0;0;0;192;120;72;19;12;0;31;0;0;2;0;0;0;0;0;0;0;192;120;72;19;12;0;31;0;0;2;0,94113;0,82688;0,03883;0,09668;0,02275;0,00511;0,00046;0,00061;-0,06992;17,41462;-13,56562;-12,99776;0,01255;0,43515;0,40167;0,00000;0,00000;0,02929;0,00000;0,23013;0,59414;0,00418;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,23013;0,00000;0,00000;0,00000;0,00000;3,25105;0,71130;0,01255;0,01255;0,04184;0,26360;2;0,94113;0,82688;0,03883;0,09667;0,02275;0,00511;0,00046;0,00061;-0,06991;17,41462;-13,56562;-12,99776;0,01255;0,43515;0,40167;0,00000;0,00000;0,02929;0,00000;0,23013;0,59414;0,00418;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,23013;0,00000;0,00000;0,00000;0,00000;3,25105;0,71130;0,01255;0,01255;0,04184;0,26360;2;74;0,04341;138137092
PP7;3;I;20121002T153700000;13;8;0;0;0;2;8,35E+15;0;0;0;0;0;0;0;4;0;3;13;8;0;0;0;2;8,35E+15;0;0;0;0;0;0;0;4;0;3;0,94193;0,91128;0,02087;0,01576;0,00981;0,06153;0,00063;0,00135;-0,00038;7,14744;-10,31089;-10,55184;0,16146;0,10417;0,12500;0,00000;0,00000;0,00000;0,00000;0,43229;0,45833;0,00521;0,08854;0,00521;0,00000;0,19271;0,00000;0,00000;0,01042;0,01042;0,02083;0,00000;0,00000;0,07813;0,00000;1,00521;0,01563;0,41146;0,04167;0,11979;0,31250;3;0,94192;0,91128;0,02087;0,01576;0,00981;0,06153;0,00063;0,00135;-0,00038;7,14743;-10,31089;-10,55184;0,16146;0,10417;0,12500;0,00000;0,00000;0,00000;0,00000;0,43229;0,45833;0,00521;0,08854;0,00521;0,00000;0,19271;0,00000;0,00000;0,01042;0,01042;0,02083;0,00000;0,00000;0,07813;0,00000;1,00521;0,01563;0,41146;0,04167;0,11979;0,31250;3;74;0,045684;154919078
PP23;2;R;20121101T144700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,94249;0,75795;0,01169;0,25347;0,00563;0,01038;0,00056;0,00062;-0,24179;-19,89293;-5,32149;-2,29823;0,01261;0,00000;0,00000;0,00840;0,00000;0,00840;0,00000;0,73950;0,12185;0,11345;0,00000;0,00000;0,00000;0,53361;0,00000;0,00000;0,00000;0,06303;0,00000;0,08403;0,00000;0,23529;0,00000;0,02101;0,00420;0,03782;0,00000;0,05882;0,00420;2;0,94249;0,75795;0,01169;0,25347;0,00563;0,01038;0,00056;0,00062;-0,24179;-19,89293;-5,32149;-2,29823;0,01261;0,00000;0,00000;0,00840;0,00000;0,00840;0,00000;0,73950;0,12185;0,11345;0,00000;0,00000;0,00000;0,53361;0,00000;0,00000;0,00000;0,06303;0,00000;0,08403;0,00000;0,23529;0,00000;0,02101;0,00420;0,03782;0,00000;0,05882;0,00420;2;74;0,047618;NaN
PP17;1;N;20121017T133700000;0;0;0;0;0;0;0;134;74;60;27;12;0;16;0;0;0;0;0;0;0;0;0;0;134;74;60;27;12;0;16;0;0;1;0,94304;0,84075;0,00696;0,02890;0,00703;0,00892;0,00236;0,00346;-0,02249;-25,96809;-3,02864;-0,77094;0,04622;0,07983;0,07143;0,10084;0,00420;0,96639;0,00000;0,85714;0,00420;0,00420;0,00000;0,00000;0,26891;0,00420;0,07983;1,23109;0,00000;0,00000;0,00840;0,00000;0,01261;0,00000;0,05042;0,02941;0,00000;0,13025;0,01681;0,00000;0,13445;1;0,94304;0,84075;0,00696;0,02889;0,00703;0,00891;0,00236;0,00346;-0,02249;-25,96809;-3,02864;-0,77094;0,04622;0,07983;0,07143;0,10084;0,00420;0,96639;0,00000;0,85714;0,00420;0,00420;0,00000;0,00000;0,26891;0,00420;0,07983;1,23109;0,00000;0,00000;0,00840;0,00000;0,01261;0,00000;0,05042;0,02941;0,00000;0,13025;0,01681;0,00000;0,13445;1;74;0,019156;210533415
PP17;2;T;20121017T151200000;8;5;1;0;0;1;5,62E+15;96;54;42;10;12;0;12;4;3;0;8;5;1;0;0;1;5,62E+15;96;54;42;10;12;0;12;4;3;2;0,94413;0,65254;0,00330;0,08544;0,01260;0,03051;0,00151;0,01371;-0,08914;-17,14601;-3,82646;-3,12116;0,14912;0,02193;0,01316;0,22807;0,25000;0,96930;0,00000;0,90351;0,00000;0,00000;0,00877;0,28947;1,30263;0,00000;0,00000;0,64912;0,02632;0,00877;0,00000;0,00000;0,09211;0,03070;0,00000;0,02193;0,00000;0,39035;0,24561;0,06140;0,07018;2;0,94413;0,65254;0,00330;0,08544;0,01260;0,03051;0,00151;0,01371;-0,08914;-17,14601;-3,82646;-3,12116;0,14912;0,02193;0,01316;0,22807;0,25000;0,96930;0,00000;0,90351;0,00000;0,00000;0,00877;0,28947;1,30263;0,00000;0,00000;0,64912;0,02632;0,00877;0,00000;0,00000;0,09211;0,03070;0,00000;0,02193;0,00000;0,39035;0,24561;0,06140;0,07018;2;74;0,042307;292009828
PP24;2;T;20121105T144400000;18;6;1;0;11;0;9,97E+15;29;17;12;1;2;0;5;0;7;0;18;6;1;0;11;0;9,97E+15;29;17;12;1;2;0;5;0;7;2;0,94434;0,90160;0,00414;0,00336;0,08748;0,12102;0,00004;0,00060;-0,08434;-11,22294;-4,01219;-5,21539;0,74583;0,09583;0,07917;0,02917;0,00000;0,00833;0,00000;0,94583;0,00000;0,00000;0,00000;0,08333;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,28333;0,00417;0,00000;0,00000;0,00000;0,00000;1,80833;0,00833;0,00000;0,02500;2;0,94434;0,90160;0,00414;0,00336;0,08748;0,12102;0,00004;0,00060;-0,08434;-11,22294;-4,01219;-5,21539;0,74583;0,09583;0,07917;0,02917;0,00000;0,00833;0,00000;0,94583;0,00000;0,00000;0,00000;0,08333;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,28333;0,00417;0,00000;0,00000;0,00000;0,00000;1,80833;0,00833;0,00000;0,02500;2;74;0,050108;224198526
PP24;2;R;20121105T143900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,94617;0,92728;0,00767;0,00496;0,05254;0,01664;0,00002;0,00040;-0,04649;-13,47882;-1,36021;11,82675;0,00952;0,02381;0,04762;0,08095;0,00000;0,06667;0,00000;0,89048;0,00000;0,08571;0,00000;0,00000;0,00476;0,00000;0,00476;0,05714;0,06667;0,00000;0,00476;0,14762;0,00000;0,00476;0,00476;0,00000;0,00000;0,03333;0,00000;0,00000;0,00000;2;0,94617;0,92728;0,00767;0,00496;0,05254;0,01664;0,00002;0,00040;-0,04649;-13,47882;-1,36021;11,82675;0,00952;0,02381;0,04762;0,08095;0,00000;0,06667;0,00000;0,89048;0,00000;0,08571;0,00000;0,00000;0,00476;0,00000;0,00476;0,05714;0,06667;0,00000;0,00476;0,14762;0,00000;0,00476;0,00476;0,00000;0,00000;0,03333;0,00000;0,00000;0,00000;2;74;0,039784;24687399
PP23;2;I;20121101T152300000;9;7;0;0;0;1;4,06E+16;141;68;73;24;9;0;16;2;0;0;9;7;0;0;0;1;4,06E+16;141;68;73;24;9;0;16;2;0;2;0,94649;0,89485;0,00749;0,09804;0,00308;0,00670;0,00107;0,00130;-0,09054;-21,70787;-2,12719;-2,36369;0,00000;0,18333;0,19583;0,05000;0,00000;0,02917;0,00000;0,97917;0,01250;0,00000;0,00000;0,00000;0,00000;0,04167;0,00000;0,00000;0,00000;0,01667;0,00000;0,01250;0,00000;0,00000;0,00000;0,03333;0,00000;0,00000;0,00000;0,00000;0,47500;2;0,94649;0,89485;0,00749;0,09804;0,00308;0,00670;0,00107;0,00130;-0,09054;-21,70787;-2,12719;-2,36369;0,00000;0,18333;0,19583;0,05000;0,00000;0,02917;0,00000;0,97917;0,01250;0,00000;0,00000;0,00000;0,00000;0,04167;0,00000;0,00000;0,00000;0,01667;0,00000;0,01250;0,00000;0,00000;0,00000;0,03333;0,00000;0,00000;0,00000;0,00000;0,47500;2;74;0,106819;NaN
PP7;2;T;20121002T144900000;37;18;0;2;1;8;2,20E+15;107;77;30;0;1;0;12;8;0;2;37;18;0;2;1;8;2,20E+15;107;77;30;0;1;0;12;8;0;2;0,94781;0,82516;0,00856;0,13090;0,02911;0,01105;0,00021;0,00122;-0,13340;8,11285;-9,46465;-12,36488;0,00000;0,35193;0,33906;0,00000;0,00000;0,00000;0,00000;0,62232;0,22747;0,01288;0,00000;0,00000;0,00000;0,20601;0,00000;0,00429;0,00000;0,00000;0,03004;0,00000;0,00000;0,25751;0,00000;2,71674;0,09013;0,00000;0,00000;0,00000;0,82403;2;0,94781;0,82516;0,00856;0,13090;0,02911;0,01105;0,00021;0,00122;-0,13340;8,11285;-9,46465;-12,36488;0,00000;0,35193;0,33906;0,00000;0,00000;0,00000;0,00000;0,62232;0,22747;0,01288;0,00000;0,00000;0,00000;0,20601;0,00000;0,00429;0,00000;0,00000;0,03004;0,00000;0,00000;0,25751;0,00000;2,71674;0,09013;0,00000;0,00000;0,00000;0,82403;2;74;0,033882;155398657
PP17;2;T;20121017T144800000;0;0;0;0;0;0;0;112;69;43;0;27;0;12;0;0;0;0;0;0;0;0;0;0;112;69;43;0;27;0;12;0;0;2;0,94814;0,68098;0,02305;0,05082;0,01247;0,03896;0,00066;0,03063;-0,04043;-13,94177;-4,81578;-0,93529;0,32093;0,03721;0,03256;0,23256;0,02791;0,76744;0,00000;0,85581;0,03256;0,01395;0,00000;0,21861;1,24651;0,00000;0,30698;1,38140;0,05581;0,04186;0,10233;0,00000;0,17674;0,04186;0,07907;0,03721;0,00000;0,83721;0,70233;0,01395;0,15814;2;0,94814;0,68098;0,02305;0,05082;0,01247;0,03896;0,00066;0,03063;-0,04043;-13,94177;-4,81578;-0,93529;0,32093;0,03721;0,03256;0,23256;0,02791;0,76744;0,00000;0,85581;0,03256;0,01395;0,00000;0,21860;1,24651;0,00000;0,30698;1,38140;0,05581;0,04186;0,10233;0,00000;0,17674;0,04186;0,07907;0,03721;0,00000;0,83721;0,70233;0,01395;0,15814;2;74;0,027402;240969412
PP5;1;N;20120926T094000000;8;4;0;0;4;0;3,32E+14;28;20;8;0;1;0;0;2;3;1;8;4;0;0;4;0;3,32E+14;28;20;8;0;1;0;0;2;3;1;0,94826;0,92613;0,00717;0,01634;0,00060;0,00886;0,00101;0,00013;-0,00918;-8,85703;-4,57339;5,99544;0,00000;0,03333;0,03333;0,00000;0,49583;0,00000;0,97917;0,97083;0,00000;0,00000;3,24167;0,07917;0,00000;0,01667;0,00000;0,00000;0,00000;0,00000;0,00000;0,03750;0,04583;0,00000;0,00000;0,00417;0,00000;0,00000;0,00000;0,00000;0,10000;1;0,94826;0,92613;0,00717;0,01634;0,00060;0,00886;0,00100;0,00013;-0,00918;-8,85703;-4,57338;5,99544;0,00000;0,03333;0,03333;0,00000;0,49583;0,00000;0,97917;0,97083;0,00000;0,00000;3,24167;0,07917;0,00000;0,01667;0,00000;0,00000;0,00000;0,00000;0,00000;0,03750;0,04583;0,00000;0,00000;0,00417;0,00000;0,00000;0,00000;0,00000;0,10000;1;74;0,047436;87111179
PP5;1;N;20120926T094600000;0;0;0;0;0;0;0;3;0;3;0;0;0;1;2;0;1;0;0;0;0;0;0;0;3;0;3;0;0;0;1;2;0;1;0,94892;0,92478;0,00272;0,01150;0,00022;0,01652;0,00044;0,00011;-0,00878;-8,94360;-8,67964;6,29417;0,00000;0,00000;0,00000;0,00000;0,35833;0,00000;0,99583;0,90000;0,08333;0,00000;3,77083;0,45417;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01250;0,00000;0,00000;0,02500;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,94892;0,92478;0,00272;0,01150;0,00022;0,01652;0,00044;0,00011;-0,00878;-8,94360;-8,67964;6,29417;0,00000;0,00000;0,00000;0,00000;0,35833;0,00000;0,99583;0,90000;0,08333;0,00000;3,77083;0,45417;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01250;0,00000;0,00000;0,02500;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;1;74;0,037546;89783206
PP17;2;T;20121017T144900000;3;1;0;0;0;1;1,28E+16;189;131;58;2;17;0;25;0;0;0;3;1;0;0;0;1;1,28E+16;189;131;58;2;17;0;25;0;0;2;0,94996;0,81692;0,00223;0,04121;0,01165;0,00656;0,00055;0,00588;-0,04074;-20,82820;-4,56943;-5,00646;0,08439;0,00844;0,00000;0,14346;0,02532;0,99156;0,00000;0,86498;0,03376;0,00000;0,00000;0,02110;0,45148;0,00000;0,03798;1,09705;0,00000;0,00000;0,00000;0,02532;0,00844;0,00000;0,00000;0,02110;0,00000;0,15612;0,05907;0,05907;0,02954;2;0,94996;0,81692;0,00223;0,04121;0,01165;0,00656;0,00055;0,00588;-0,04073;-20,82820;-4,56943;-5,00646;0,08439;0,00844;0,00000;0,14346;0,02532;0,99156;0,00000;0,86498;0,03376;0,00000;0,00000;0,02110;0,45148;0,00000;0,03797;1,09705;0,00000;0,00000;0,00000;0,02532;0,00844;0,00000;0,00000;0,02110;0,00000;0,15612;0,05907;0,05907;0,02954;2;74;0,026954;257621554
PP5;1;N;20120926T100900000;25;4;0;0;21;0;1,93E+16;26;20;6;0;1;0;0;2;6;1;25;4;0;0;21;0;1,93E+16;26;20;6;0;1;0;0;2;6;1;0,95072;0,91805;0,00138;0,00712;0,00017;0,01789;0,00094;0,00012;-0,00574;-8,41015;-7,44210;6,30917;0,00000;0,00000;0,00000;0,00000;0,22917;0,00000;0,99583;0,91667;0,07917;0,00000;3,75833;0,02083;0,00000;0,14583;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,05833;0,07500;0,11667;0,00833;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,95072;0,91805;0,00138;0,00712;0,00017;0,01789;0,00094;0,00012;-0,00574;-8,41015;-7,44210;6,30916;0,00000;0,00000;0,00000;0,00000;0,22917;0,00000;0,99583;0,91667;0,07917;0,00000;3,75833;0,02083;0,00000;0,14583;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,05833;0,07500;0,11667;0,00833;0,00000;0,00000;0,00000;0,00000;0,00000;1;74;0,123411;92151124
PP5;1;N;20120926T100500000;10;3;0;0;7;0;6,67E+16;4;0;4;0;0;0;0;3;3;1;10;3;0;0;7;0;6,67E+16;4;0;4;0;0;0;0;3;3;1;0,95081;0,92881;0,00138;0,01060;0,00022;0,01353;0,00061;0,00012;-0,00922;-7,95378;-7,20231;6,59301;0,00000;0,00000;0,00000;0,00000;0,10000;0,00000;0,99583;0,96667;0,02083;0,00000;3,77917;0,03750;0,00000;0,12917;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,07083;0,11667;0,01250;0,02500;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,95081;0,92881;0,00138;0,01060;0,00022;0,01353;0,00061;0,00012;-0,00922;-7,95378;-7,20231;6,59301;0,00000;0,00000;0,00000;0,00000;0,10000;0,00000;0,99583;0,96667;0,02083;0,00000;3,77917;0,03750;0,00000;0,12917;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,07083;0,11667;0,01250;0,02500;0,00000;0,00000;0,00000;0,00000;0,00000;1;74;0,041927;98442781
PP17;1;N;20121017T141400000;1;1;0;0;0;0;6,87E+15;223;166;57;0;12;0;38;2;0;0;1;1;0;0;0;0;6,87E+15;223;166;57;0;12;0;38;2;0;1;0,95092;0,82947;0,00273;0,02668;0,02403;0,00634;0,00045;0,00074;-0,03427;-22,25504;-4,30609;-1,43048;0,00000;0,00000;0,00418;0,00837;0,17155;0,90795;0,00000;0,86611;0,03766;0,02092;0,00000;0,00000;0,00000;0,00000;0,00000;0,69875;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,06276;0,00000;1;0,95092;0,82947;0,00273;0,02668;0,02403;0,00634;0,00045;0,00074;-0,03427;-22,25504;-4,30608;-1,43048;0,00000;0,00000;0,00418;0,00837;0,17155;0,90795;0,00000;0,86611;0,03766;0,02092;0,00000;0,00000;0,00000;0,00000;0,00000;0,69874;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,06276;0,00000;1;74;0,130884;265220182
PP23;3;T;20121101T161700000;23;12;0;0;7;2;1,40E+15;10;0;10;3;1;3;0;4;5;0;23;12;0;0;7;2;1,40E+15;10;0;10;3;1;3;0;4;5;1;0,95416;0,99073;0,00118;0,00237;0,02082;0,00585;0,00001;0,00427;-0,01982;-18,17742;-7,04400;6,70989;0,00000;0,00000;0,00000;0,00000;0,12083;0,00000;0,00000;0,83750;0,14583;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,95416;0,99073;0,00118;0,00237;0,02082;0,00585;0,00001;0,00426;-0,01982;-18,17742;-7,04400;6,70989;0,00000;0,00000;0,00000;0,00000;0,12083;0,00000;0,00000;0,83750;0,14583;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1;74;0,027602;NaN
PP16;3;T;20121015T160200000;24;14;1;1;0;4;1,04E+16;56;40;16;0;6;0;6;8;3;0;24;14;1;1;0;4;1,04E+16;56;40;16;0;6;0;6;8;3;3;0,76266;0,27563;0,00872;0,20825;0,01711;0,00127;0,00485;0,09490;-0,21743;-0,47534;-1,66982;-14,57226;0,08974;0,17949;0,26923;0,55128;0,01282;0,07692;0,57692;0,91026;0,01282;0,01282;0,25641;0,00000;1,07692;0,07692;2,43590;0,34615;0,17949;2,80769;0,00000;0,01282;0,50000;0,06410;0,00000;0,70513;0,44872;0,23077;0,00000;0,00000;0,43590;3;0,76266;0,27563;0,00872;0,20824;0,01711;0,00127;0,00485;0,09490;-0,21743;-0,47534;-1,66982;-14,57226;0,08974;0,17949;0,26923;0,55128;0,01282;0,07692;0,57692;0,91026;0,01282;0,01282;0,25641;0,00000;1,07692;0,07692;2,43590;0,34615;0,17949;2,80769;0,00000;0,01282;0,50000;0,06410;0,00000;0,70513;0,44872;0,23077;0,00000;0,00000;0,43590;3;75;0,087625;14457285
PP2;1;N;20120919T132600000;14;7;0;0;3;2;9,80E+15;10;0;10;0;0;4;0;4;0;1;14;7;0;0;3;2;9,80E+15;10;0;10;0;0;4;0;4;0;1;0,81634;0,39791;0,06203;0,16905;0,00430;0,00153;0,00782;0,04755;-0,11299;-9,70605;-1,88930;0,46107;0,02525;0,03535;0,01515;0,77273;0,00505;0,01010;0,27778;0,93939;0,00000;0,00000;0,12121;0,00000;0,77778;0,31818;0,09091;0,07071;0,50000;0,15657;0,00000;0,01515;0,02525;2,14141;0,00505;0,08081;0,04546;0,03030;0,00000;0,00000;0,07071;1;0,81634;0,39791;0,06203;0,16905;0,00430;0,00153;0,00782;0,04755;-0,11299;-9,70605;-1,88930;0,46106;0,02525;0,03535;0,01515;0,77273;0,00505;0,01010;0,27778;0,93939;0,00000;0,00000;0,12121;0,00000;0,77778;0,31818;0,09091;0,07071;0,50000;0,15657;0,00000;0,01515;0,02525;2,14141;0,00505;0,08081;0,04545;0,03030;0,00000;0,00000;0,07071;1;75;0,031762;102659187
PP2;1;N;20120919T132200000;16;11;2;1;2;0;8,57E+15;48;34;14;0;6;0;2;5;9;1;16;11;2;1;2;0;8,57E+15;48;34;14;0;6;0;2;5;9;1;0,81659;0,61021;0,02254;0,19653;0,00068;0,00871;0,04141;0,01369;-0,18442;-7,47083;0,66647;0,00945;0,00000;0,14163;0,10300;0,80258;0,00000;0,01717;0,27897;0,89700;0,00000;0,04292;0,12446;0,00000;0,66094;1,76395;0,00000;0,01288;0,06438;0,01717;0,00000;0,00000;0,00000;2,98283;0,00000;0,01288;0,00000;0,00000;0,00429;0,00000;0,44206;1;0,81659;0,61021;0,02254;0,19653;0,00068;0,00871;0,04141;0,01369;-0,18442;-7,47083;0,66647;0,00945;0,00000;0,14163;0,10300;0,80258;0,00000;0,01717;0,27897;0,89700;0,00000;0,04292;0,12446;0,00000;0,66094;1,76395;0,00000;0,01288;0,06438;0,01717;0,00000;0,00000;0,00000;2,98283;0,00000;0,01288;0,00000;0,00000;0,00429;0,00000;0,44206;1;75;0,038485;96098304
PP2;2;I;20120919T144300000;25;21;0;1;1;1;1,49E+16;30;15;15;0;3;0;5;5;7;2;25;21;0;1;1;1;1,49E+16;30;15;15;0;3;0;5;5;7;2;0,81889;0,54834;0,06533;0,17040;0,00111;0,01983;0,01864;0,01547;-0,10673;-6,97602;-3,91669;-0,03741;0,00000;0,17007;0,12245;0,11565;0,00680;0,00000;0,55782;0,88435;0,06122;0,01361;0,27891;0,00000;0,27891;1,33333;0,12245;0,13605;0,02721;0,06803;0,00000;0,00680;0,04762;1,74150;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,48980;2;0,81889;0,54834;0,06533;0,17040;0,00111;0,01983;0,01864;0,01547;-0,10673;-6,97602;-3,91669;-0,03741;0,00000;0,17007;0,12245;0,11565;0,00680;0,00000;0,55782;0,88435;0,06122;0,01361;0,27891;0,00000;0,27891;1,33333;0,12245;0,13605;0,02721;0,06803;0,00000;0,00680;0,04762;1,74150;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,48980;2;75;0,044917;73948255
PP16;2;I;20121015T150300000;0;0;0;0;0;0;0;39;29;10;0;2;0;6;0;0;0;0;0;0;0;0;0;0;39;29;10;0;2;0;6;0;0;2;0,82128;0,45802;0,04101;0,15378;0,00800;0,00232;0,00023;0,09943;-0,15414;-3,25134;-3,19201;-8,85572;0,11735;0,07143;0,11735;0,48469;0,03061;0,05102;0,28061;0,83674;0,05612;0,04082;0,03571;0,00000;0,30102;0,01020;2,05102;0,66327;0,60204;2,76020;0,00000;0,00000;0,31633;0,08674;0,06122;0,12755;0,50000;0,23469;0,01531;0,02551;0,44898;2;0,82128;0,45802;0,04101;0,15378;0,00800;0,00232;0,00023;0,09943;-0,15414;-3,25134;-3,19201;-8,85572;0,11735;0,07143;0,11735;0,48469;0,03061;0,05102;0,28061;0,83673;0,05612;0,04082;0,03571;0,00000;0,30102;0,01020;2,05102;0,66327;0,60204;2,76020;0,00000;0,00000;0,31633;0,08673;0,06122;0,12755;0,50000;0,23469;0,01531;0,02551;0,44898;2;75;0,079883;138110995
PP2;1;N;20120919T132400000;18;9;1;0;6;1;1,21E+16;6;0;6;0;0;2;0;2;2;1;18;9;1;0;6;1;1,21E+16;6;0;6;0;0;2;0;2;2;1;0,82683;0,61926;0,10576;0,05832;0,00271;0,00202;0,01281;0,02315;0,03438;-13,30464;-1,64174;1,17343;0,11927;0,03670;0,04128;0,33028;0,01376;0,00459;0,23395;0,91743;0,01835;0,00917;0,00000;0,00000;0,33028;0,39908;0,16973;0,11927;0,08716;0,12385;0,00000;0,00000;0,00000;1,23853;0,00000;0,00000;0,00000;0,17890;0,00000;0,00000;0,10092;1;0,82683;0,61926;0,10576;0,05832;0,00271;0,00202;0,01281;0,02315;0,03438;-13,30464;-1,64174;1,17343;0,11927;0,03670;0,04128;0,33028;0,01376;0,00459;0,23394;0,91743;0,01835;0,00917;0,00000;0,00000;0,33028;0,39908;0,16972;0,11927;0,08716;0,12385;0,00000;0,00000;0,00000;1,23853;0,00000;0,00000;0,00000;0,17890;0,00000;0,00000;0,10092;1;75;0,035849;97062536
PP14;1;R;20121010T131900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,82798;0,91500;0,00867;0,00426;0,01664;0,02153;0,00001;0,01867;-0,02301;-25,00967;-2,56606;-6,69162;0,00000;0,20349;0,04070;0,34302;0,00000;0,96512;0,00000;0,50581;0,00581;0,00581;0,00000;0,00000;0,05233;0,00000;0,00000;3,61628;0,07558;0,44767;0,00000;0,00000;0,17442;0,41861;0,00000;0,02907;0,00581;0,00000;0,00000;0,18023;0,00000;1;0,82798;0,91500;0,00867;0,00426;0,01664;0,02153;0,00001;0,01867;-0,02301;-25,00967;-2,56606;-6,69162;0,00000;0,20349;0,04070;0,34302;0,00000;0,96512;0,00000;0,50581;0,00581;0,00581;0,00000;0,00000;0,05233;0,00000;0,00000;3,61628;0,07558;0,44767;0,00000;0,00000;0,17442;0,41860;0,00000;0,02907;0,00581;0,00000;0,00000;0,18023;0,00000;1;75;0,036805;16543889
